timestamp,date,shift,machine,part_id,cycle_time_s,oven_temp_c,vibration_mm_s,result,reject_reason
2020-06-01 06:24:29.390875,2020-06-01,Day,Press_A,P00047,35.4,201.3,1.91,Pass,
2020-06-01 06:25:08.590023,2020-06-01,Day,Press_A,P00048,28.3,204.9,1.64,Pass,
2020-06-01 06:25:37.245234,2020-06-01,Day,Press_A,P00049,29.1,195.7,1.68,Pass,
2020-06-01 06:26:07.557408,2020-06-01,Day,Press_A,P00050,31.6,204.3,1.98,Pass,
2020-06-01 06:26:40.967658,2020-06-01,Day,Press_A,P00051,34.2,212.7,1.7,Pass,
2020-06-01 06:27:15.540319,2020-06-01,Day,Press_A,P00052,29.2,200.5,1.65,Pass,
2020-06-01 06:27:46.101834,2020-06-01,Day,Press_A,P00053,29.3,204.1,2.09,Pass,
2020-06-01 06:28:16.609389,2020-06-01,Day,Press_A,P00054,29.4,206.3,2.54,Pass,
2020-06-01 06:28:48.729635,2020-06-01,Day,Press_A,P00055,34.9,186.9,1.77,Pass,
2020-06-01 06:29:27.185327,2020-06-01,Day,Press_A,P00056,28.3,207.5,1.99,Pass,
2020-06-01 06:29:56.285956,2020-06-01,Day,Press_A,P00057,32.1,195.0,2.38,Pass,
2020-06-01 06:30:32.063367,2020-06-01,Day,Press_A,P00058,31.3,194.3,2.4,Pass,
2020-06-01 06:31:03.574921,2020-06-01,Day,Press_A,P00059,31.8,198.4,2.14,Pass,
2020-06-01 06:31:38.164355,2020-06-01,Day,Press_A,P00060,29.5,199.5,1.86,Pass,
2020-06-01 06:32:10.382741,2020-06-01,Day,Press_A,P00061,27.4,201.0,2.07,Pass,
2020-06-01 06:32:37.959372,2020-06-01,Day,Press_A,P00062,35.2,205.6,1.54,Pass,
2020-06-01 06:33:13.362581,2020-06-01,Day,Press_A,P00063,28.6,194.3,2.35,Pass,
2020-06-01 06:33:45.464052,2020-06-01,Day,Press_A,P00064,29.2,195.1,2.49,Pass,
2020-06-01 06:34:15.594144,2020-06-01,Day,Press_A,P00065,31.4,205.6,2.46,Pass,
2020-06-01 06:34:50.660694,2020-06-01,Day,Press_A,P00066,27.0,205.5,2.06,Pass,
2020-06-01 06:35:20.574421,2020-06-01,Day,Press_A,P00067,29.1,200.0,2.18,Pass,
2020-06-01 06:35:51.569365,2020-06-01,Day,Press_A,P00068,36.4,194.4,2.21,Pass,
2020-06-01 06:36:31.234165,2020-06-01,Day,Press_A,P00069,28.4,202.9,1.85,Pass,
2020-06-01 06:36:59.891657,2020-06-01,Day,Press_A,P00070,27.2,194.9,2.04,Pass,
2020-06-01 06:37:29.849331,2020-06-01,Day,Press_A,P00071,36.1,203.0,1.78,Pass,
2020-06-01 06:38:08.221702,2020-06-01,Day,Press_A,P00072,29.9,202.1,2.08,Pass,
2020-06-01 06:38:39.517999,2020-06-01,Day,Press_A,P00073,31.5,201.5,1.69,Pass,
2020-06-01 06:39:11.758356,2020-06-01,Day,Press_A,P00074,30.9,199.7,2.31,Pass,
2020-06-01 06:39:45.868345,2020-06-01,Day,Press_A,P00075,29.8,194.5,1.34,Pass,
2020-06-01 06:40:19.502154,2020-06-01,Day,Press_A,P00076,28.0,196.0,2.37,Pass,
2020-06-01 06:40:47.999316,2020-06-01,Day,Press_A,P00077,28.7,205.8,1.79,Pass,
2020-06-01 06:41:18.887363,2020-06-01,Day,Press_A,P00078,34.1,195.4,2.16,Pass,
2020-06-01 06:41:56.023347,2020-06-01,Day,Press_A,P00079,25.3,203.6,2.35,Pass,
2020-06-01 06:42:22.142486,2020-06-01,Day,Press_A,P00080,26.0,206.3,2.09,Pass,
2020-06-01 06:42:49.914402,2020-06-01,Day,Press_A,P00081,32.1,196.8,1.68,Pass,
2020-06-01 06:43:24.613943,2020-06-01,Day,Press_A,P00082,34.3,185.4,1.91,Pass,
2020-06-01 06:43:59.317921,2020-06-01,Day,Press_A,P00083,28.0,204.2,1.93,Pass,
2020-06-01 06:44:27.487643,2020-06-01,Day,Press_A,P00084,29.6,210.1,2.41,Pass,
2020-06-01 06:44:58.893761,2020-06-01,Day,Press_A,P00085,29.4,205.9,1.74,Pass,
2020-06-01 06:45:28.900583,2020-06-01,Day,Press_A,P00086,24.1,194.2,1.76,Pass,
2020-06-01 06:45:56.584937,2020-06-01,Day,Press_A,P00087,31.5,200.7,1.79,Pass,
2020-06-01 06:46:30.358203,2020-06-01,Day,Press_A,P00088,29.2,191.3,2.13,Pass,
2020-06-01 06:47:01.460434,2020-06-01,Day,Press_A,P00089,27.9,192.5,1.93,Pass,
2020-06-01 06:47:32.654960,2020-06-01,Day,Press_A,P00090,28.0,209.2,2.25,Pass,
2020-06-01 06:48:02.452456,2020-06-01,Day,Press_A,P00091,25.2,206.4,2.5,Pass,
2020-06-01 06:48:28.797979,2020-06-01,Day,Press_A,P00092,26.6,203.1,2.06,Pass,
2020-06-01 06:48:57.155500,2020-06-01,Day,Press_A,P00093,26.7,199.0,1.79,Pass,
2020-06-01 06:49:24.500963,2020-06-01,Day,Press_A,P00094,31.2,210.9,1.87,Pass,
2020-06-01 06:49:57.318874,2020-06-01,Day,Press_A,P00095,35.2,196.7,2.29,Pass,
2020-06-01 06:50:35.644131,2020-06-01,Day,Press_A,P00096,29.8,204.3,2.06,Pass,
2020-06-01 06:51:07.748796,2020-06-01,Day,Press_A,P00097,29.1,185.8,2.1,Pass,
2020-06-01 06:51:40.194746,2020-06-01,Day,Press_A,P00098,28.8,205.7,1.53,Pass,
2020-06-01 06:52:12.623718,2020-06-01,Day,Press_A,P00099,27.0,195.2,2.02,Pass,
2020-06-01 06:52:42.851207,2020-06-01,Day,Press_A,P00100,24.3,200.5,1.91,Pass,
2020-06-01 06:53:11.101224,2020-06-01,Day,Press_A,P00101,26.3,187.2,1.86,Pass,
2020-06-01 06:53:39.108226,2020-06-01,Day,Press_A,P00102,28.6,195.2,2.13,Pass,
2020-06-01 06:54:09.007116,2020-06-01,Day,Press_A,P00103,31.8,194.8,2.08,Pass,
2020-06-01 06:54:42.455702,2020-06-01,Day,Press_A,P00104,27.1,196.7,2.17,Pass,
2020-06-01 06:55:09.752012,2020-06-01,Day,Press_A,P00105,36.8,204.1,1.94,Pass,
2020-06-01 06:55:46.720495,2020-06-01,Day,Press_A,P00106,35.7,206.3,2.01,Pass,
2020-06-01 06:56:23.409684,2020-06-01,Day,Press_A,P00107,33.2,197.1,2.02,Pass,
2020-06-01 06:56:58.061684,2020-06-01,Day,Press_A,P00108,25.2,197.8,1.39,Pass,
2020-06-01 06:57:26.402844,2020-06-01,Day,Press_A,P00109,23.9,202.7,2.22,Pass,
2020-06-01 06:57:53.962906,2020-06-01,Day,Press_A,P00110,35.0,193.5,1.49,Pass,
2020-06-01 06:58:31.375651,2020-06-01,Day,Press_A,P00111,29.2,202.2,1.8,Pass,
2020-06-01 06:59:03.769783,2020-06-01,Day,Press_A,P00112,26.3,195.2,2.11,Pass,
2020-06-01 06:59:32.187285,2020-06-01,Day,Press_A,P00113,29.7,198.8,1.9,Pass,
2020-06-01 07:00:03.860751,2020-06-01,Day,Press_A,P00114,31.2,199.2,1.74,Pass,
2020-06-01 07:00:36.853826,2020-06-01,Day,Press_A,P00115,25.7,202.1,2.15,Pass,
2020-06-01 07:01:06.223087,2020-06-01,Day,Press_A,P00116,26.7,198.8,2.05,Pass,
2020-06-01 07:01:35.278335,2020-06-01,Day,Press_A,P00117,32.2,198.0,2.2,Pass,
2020-06-01 07:02:10.504573,2020-06-01,Day,Press_A,P00118,28.1,198.1,1.6,Pass,
2020-06-01 07:02:40.588267,2020-06-01,Day,Press_A,P00119,28.6,196.8,2.31,Pass,
2020-06-01 07:03:11.553295,2020-06-01,Day,Press_A,P00120,27.4,203.7,2.28,Pass,
2020-06-01 07:03:39.703187,2020-06-01,Day,Press_A,P00121,27.9,200.3,2.31,Pass,
2020-06-01 07:04:10.458585,2020-06-01,Day,Press_A,P00122,30.2,198.5,1.95,Pass,
2020-06-01 07:04:42.255189,2020-06-01,Day,Press_A,P00123,27.4,200.4,2.44,Pass,
2020-06-01 07:05:13.651046,2020-06-01,Day,Press_A,P00124,29.1,205.6,1.73,Pass,
2020-06-01 07:05:44.007780,2020-06-01,Day,Press_A,P00125,28.0,201.2,2.48,Pass,
2020-06-01 07:06:14.789133,2020-06-01,Day,Press_A,P00126,34.6,209.1,2.18,Pass,
2020-06-01 07:06:51.734043,2020-06-01,Day,Press_A,P00127,35.6,200.5,1.6,Pass,
2020-06-01 07:07:28.807453,2020-06-01,Day,Press_A,P00128,34.5,198.6,1.85,Pass,
2020-06-01 07:08:03.445295,2020-06-01,Day,Press_A,P00129,34.0,204.7,2.08,Pass,
2020-06-01 07:08:37.870429,2020-06-01,Day,Press_A,P00130,30.2,197.1,2.24,Pass,
2020-06-01 07:09:09.422181,2020-06-01,Day,Press_A,P00131,31.0,204.5,1.95,Pass,
2020-06-01 07:09:42.342674,2020-06-01,Day,Press_A,P00132,27.9,197.7,1.6,Pass,
2020-06-01 07:10:13.461397,2020-06-01,Day,Press_A,P00133,30.0,202.4,1.96,Pass,
2020-06-01 07:10:45.889482,2020-06-01,Day,Press_A,P00134,26.5,207.7,1.62,Pass,
2020-06-01 07:11:16.010479,2020-06-01,Day,Press_A,P00135,26.5,197.7,2.38,Pass,
2020-06-01 07:11:46.343168,2020-06-01,Day,Press_A,P00136,33.0,203.4,2.41,Pass,
2020-06-01 07:12:20.372938,2020-06-01,Day,Press_A,P00137,28.3,203.9,2.11,Pass,
2020-06-01 07:12:51.472510,2020-06-01,Day,Press_A,P00138,30.1,198.9,1.92,Pass,
2020-06-01 07:13:22.748621,2020-06-01,Day,Press_A,P00139,30.2,201.5,1.91,Pass,
2020-06-01 07:13:55.352281,2020-06-01,Day,Press_A,P00140,28.1,204.7,2.07,Pass,
2020-06-01 07:14:24.372803,2020-06-01,Day,Press_A,P00141,30.7,202.8,2.19,Pass,
2020-06-01 07:14:57.412131,2020-06-01,Day,Press_A,P00142,24.0,201.6,2.3,Pass,
2020-06-01 07:15:23.246770,2020-06-01,Day,Press_A,P00143,29.5,198.0,2.29,Pass,
2020-06-01 07:15:55.118053,2020-06-01,Day,Press_A,P00144,26.9,207.4,2.38,Pass,
2020-06-01 07:16:22.093439,2020-06-01,Day,Press_A,P00145,32.6,201.2,2.45,Pass,
2020-06-01 07:16:57.705997,2020-06-01,Day,Press_A,P00146,26.5,193.9,2.17,Pass,
2020-06-01 07:17:24.864730,2020-06-01,Day,Press_A,P00147,28.2,193.6,1.96,Pass,
2020-06-01 07:17:56.324868,2020-06-01,Day,Press_A,P00148,29.3,220.1,2.33,Fail,Overheat
2020-06-01 07:18:26.955947,2020-06-01,Day,Press_A,P00149,27.0,202.8,2.11,Pass,
2020-06-01 07:18:55.575589,2020-06-01,Day,Press_A,P00150,29.2,203.7,2.01,Pass,
2020-06-01 07:19:25.766619,2020-06-01,Day,Press_A,P00151,33.7,207.7,2.34,Fail,Overheat
2020-06-01 07:20:02.945427,2020-06-01,Day,Press_A,P00152,30.2,191.6,1.9,Pass,
2020-06-01 07:20:35.672974,2020-06-01,Day,Press_A,P00153,32.2,193.5,2.0,Pass,
2020-06-01 07:21:09.066648,2020-06-01,Day,Press_A,P00154,27.6,201.5,2.25,Pass,
2020-06-01 07:21:39.235304,2020-06-01,Day,Press_A,P00155,29.8,202.9,1.55,Pass,
2020-06-01 07:22:09.948662,2020-06-01,Day,Press_A,P00156,28.8,200.9,2.08,Pass,
2020-06-01 07:22:41.303391,2020-06-01,Day,Press_A,P00157,28.8,207.9,2.57,Pass,
2020-06-01 07:23:12.013896,2020-06-01,Day,Press_A,P00158,30.6,209.1,1.67,Pass,
2020-06-01 07:23:43.351909,2020-06-01,Day,Press_A,P00159,30.7,191.9,1.71,Pass,
2020-06-01 07:24:17.516175,2020-06-01,Day,Press_A,P00160,34.5,201.7,1.72,Pass,
2020-06-01 07:24:51.988197,2020-06-01,Day,Press_A,P00161,26.1,198.3,1.43,Pass,
2020-06-01 07:25:19.912099,2020-06-01,Day,Press_A,P00162,30.3,195.8,1.73,Pass,
2020-06-01 07:25:51.685867,2020-06-01,Day,Press_A,P00163,32.2,211.0,1.75,Pass,
2020-06-01 07:26:27.309981,2020-06-01,Day,Press_A,P00164,31.4,199.5,1.78,Pass,
2020-06-01 07:27:02.359750,2020-06-01,Day,Press_A,P00165,31.1,186.8,2.61,Pass,
2020-06-01 07:27:37.366462,2020-06-01,Day,Press_A,P00166,35.5,191.6,2.55,Pass,
2020-06-01 07:28:13.312015,2020-06-01,Day,Press_A,P00167,30.4,201.5,1.89,Pass,
2020-06-01 07:28:47.242027,2020-06-01,Day,Press_A,P00168,29.8,199.4,2.12,Pass,
2020-06-01 07:29:18.080093,2020-06-01,Day,Press_A,P00169,32.3,195.7,1.79,Pass,
2020-06-01 07:29:52.558512,2020-06-01,Day,Press_A,P00170,28.8,202.6,2.4,Pass,
2020-06-01 07:30:23.313324,2020-06-01,Day,Press_A,P00171,30.4,192.0,1.89,Pass,
2020-06-01 07:30:54.658594,2020-06-01,Day,Press_A,P00172,34.5,209.1,2.7,Pass,
2020-06-01 07:31:31.941102,2020-06-01,Day,Press_A,P00173,29.8,202.9,2.11,Pass,
2020-06-01 07:32:01.943200,2020-06-01,Day,Press_A,P00174,32.5,201.4,1.8,Pass,
2020-06-01 07:32:36.064444,2020-06-01,Day,Press_A,P00175,31.9,198.4,1.83,Pass,
2020-06-01 07:33:10.663130,2020-06-01,Day,Press_A,P00176,30.1,207.3,1.6,Pass,
2020-06-01 07:33:43.272916,2020-06-01,Day,Press_A,P00177,32.7,191.4,2.11,Pass,
2020-06-01 07:34:18.161327,2020-06-01,Day,Press_A,P00178,33.2,196.0,2.65,Pass,
2020-06-01 07:34:52.594517,2020-06-01,Day,Press_A,P00179,27.5,208.9,1.89,Pass,
2020-06-01 07:35:23.556307,2020-06-01,Day,Press_A,P00180,31.8,201.4,2.23,Pass,
2020-06-01 07:35:56.565851,2020-06-01,Day,Press_A,P00181,31.5,199.6,1.94,Fail,Dimensional
2020-06-01 07:36:31.477572,2020-06-01,Day,Press_A,P00182,22.0,194.7,2.14,Pass,
2020-06-01 07:36:56.497574,2020-06-01,Day,Press_A,P00183,30.3,206.4,1.44,Pass,
2020-06-01 07:37:27.722972,2020-06-01,Day,Press_A,P00184,32.1,195.7,2.08,Pass,
2020-06-01 07:38:02.912406,2020-06-01,Day,Press_A,P00185,33.5,198.6,1.85,Pass,
2020-06-01 07:38:39.521147,2020-06-01,Day,Press_A,P00186,30.6,204.8,2.28,Pass,
2020-06-01 07:39:13.754500,2020-06-01,Day,Press_A,P00187,31.6,197.1,2.28,Pass,
2020-06-01 07:39:46.822044,2020-06-01,Day,Press_A,P00188,30.0,210.0,1.76,Pass,
2020-06-01 07:40:20.451253,2020-06-01,Day,Press_A,P00189,28.3,214.7,1.73,Pass,
2020-06-01 07:40:50.627442,2020-06-01,Day,Press_A,P00190,32.3,211.6,2.45,Pass,
2020-06-01 06:00:00,2020-06-01,Day,Press_B,P00191,26.5,210.6,1.89,Fail,Overheat
2020-06-01 06:00:28.618243,2020-06-01,Day,Press_B,P00192,31.3,207.9,1.57,Pass,
2020-06-01 06:01:02.213412,2020-06-01,Day,Press_B,P00193,31.7,206.3,1.36,Fail,Overheat
2020-06-01 06:01:37.451841,2020-06-01,Day,Press_B,P00194,27.5,202.8,1.38,Pass,
2020-06-01 06:02:05.196346,2020-06-01,Day,Press_B,P00195,29.0,205.9,1.41,Pass,
2020-06-01 06:02:37.991543,2020-06-01,Day,Press_B,P00196,33.3,205.8,1.88,Pass,
2020-06-01 06:03:14.833396,2020-06-01,Day,Press_B,P00197,27.6,204.3,2.25,Pass,
2020-06-01 06:03:44.140250,2020-06-01,Day,Press_B,P00198,28.3,191.3,1.99,Pass,
2020-06-01 06:04:12.800176,2020-06-01,Day,Press_B,P00199,30.7,193.9,2.02,Pass,
2020-06-01 06:04:45.311873,2020-06-01,Day,Press_B,P00200,28.2,199.5,2.56,Pass,
2020-06-01 06:05:16.250865,2020-06-01,Day,Press_B,P00201,28.1,184.1,1.77,Pass,
2020-06-01 06:05:44.831983,2020-06-01,Day,Press_B,P00202,27.3,204.7,2.19,Pass,
2020-06-01 06:06:14.702051,2020-06-01,Day,Press_B,P00203,30.5,199.0,1.96,Pass,
2020-06-01 06:06:47.473979,2020-06-01,Day,Press_B,P00204,32.1,195.6,2.46,Pass,
2020-06-01 06:07:20.471708,2020-06-01,Day,Press_B,P00205,33.9,203.7,1.8,Fail,Dimensional
2020-06-01 06:07:57.773489,2020-06-01,Day,Press_B,P00206,31.2,210.3,2.1,Pass,
2020-06-01 06:08:29.720554,2020-06-01,Day,Press_B,P00207,35.3,199.3,1.94,Pass,
2020-06-01 06:09:06.292586,2020-06-01,Day,Press_B,P00208,30.9,201.0,2.05,Pass,
2020-06-01 06:09:39.271795,2020-06-01,Day,Press_B,P00209,30.6,199.8,1.66,Pass,
2020-06-01 06:10:11.917603,2020-06-01,Day,Press_B,P00210,29.7,192.9,2.08,Pass,
2020-06-01 06:10:45.085125,2020-06-01,Day,Press_B,P00211,31.0,193.4,1.96,Pass,
2020-06-01 06:11:17.727372,2020-06-01,Day,Press_B,P00212,26.8,199.5,1.86,Pass,
2020-06-01 06:11:44.815544,2020-06-01,Day,Press_B,P00213,32.2,207.2,2.2,Pass,
2020-06-01 06:12:19.212984,2020-06-01,Day,Press_B,P00214,38.6,201.9,1.56,Pass,
2020-06-01 06:12:59.664883,2020-06-01,Day,Press_B,P00215,28.2,197.8,1.92,Pass,
2020-06-01 06:13:30.988582,2020-06-01,Day,Press_B,P00216,27.9,188.8,1.96,Pass,
2020-06-01 06:13:59.849958,2020-06-01,Day,Press_B,P00217,28.8,196.5,2.28,Pass,
2020-06-01 06:14:31.351850,2020-06-01,Day,Press_B,P00218,31.2,201.4,1.88,Pass,
2020-06-01 06:15:02.846657,2020-06-01,Day,Press_B,P00219,34.0,201.3,1.88,Pass,
2020-06-01 06:15:39.110469,2020-06-01,Day,Press_B,P00220,28.0,205.6,1.67,Pass,
2020-06-01 06:16:07.607809,2020-06-01,Day,Press_B,P00221,30.0,194.6,2.35,Pass,
2020-06-01 06:16:41.492188,2020-06-01,Day,Press_B,P00222,28.4,187.9,1.77,Pass,
2020-06-01 06:17:10.695760,2020-06-01,Day,Press_B,P00223,34.5,197.6,1.82,Pass,
2020-06-01 06:17:48.253673,2020-06-01,Day,Press_B,P00224,27.6,207.3,1.51,Pass,
2020-06-01 06:18:19.708023,2020-06-01,Day,Press_B,P00225,29.6,203.4,1.62,Pass,
2020-06-01 06:18:52.593866,2020-06-01,Day,Press_B,P00226,31.9,198.9,1.98,Pass,
2020-06-01 06:19:25.710864,2020-06-01,Day,Press_B,P00227,32.7,199.6,2.03,Pass,
2020-06-01 06:19:58.930529,2020-06-01,Day,Press_B,P00228,29.4,194.3,1.95,Pass,
2020-06-01 06:20:29.235220,2020-06-01,Day,Press_B,P00229,26.7,195.2,2.13,Pass,
2020-06-01 06:20:58.220294,2020-06-01,Day,Press_B,P00230,30.5,207.0,2.08,Pass,
2020-06-01 06:21:31.193483,2020-06-01,Day,Press_B,P00231,28.2,197.8,1.79,Pass,
2020-06-01 06:22:00.468206,2020-06-01,Day,Press_B,P00232,28.5,194.1,2.0,Pass,
2020-06-01 06:22:30.127121,2020-06-01,Day,Press_B,P00233,29.5,197.0,1.69,Pass,
2020-06-01 06:23:02.069396,2020-06-01,Day,Press_B,P00234,30.1,198.4,2.25,Pass,
2020-06-01 06:23:32.741016,2020-06-01,Day,Press_B,P00235,35.0,199.8,2.27,Pass,
2020-06-01 06:24:09.229871,2020-06-01,Day,Press_B,P00236,26.6,200.5,1.9,Pass,
2020-06-01 06:24:39.069758,2020-06-01,Day,Press_B,P00237,30.6,210.7,2.26,Pass,
2020-06-01 06:25:13.081272,2020-06-01,Day,Press_B,P00238,28.2,200.3,1.65,Pass,
2020-06-01 06:25:42.957640,2020-06-01,Day,Press_B,P00239,27.6,200.9,2.04,Pass,
2020-06-01 06:26:13.844172,2020-06-01,Day,Press_B,P00240,29.4,209.6,2.11,Pass,
2020-06-01 06:26:44.194989,2020-06-01,Day,Press_B,P00241,27.9,193.8,1.81,Pass,
2020-06-01 06:27:13.476478,2020-06-01,Day,Press_B,P00242,33.1,203.1,2.18,Pass,
2020-06-01 06:27:48.638075,2020-06-01,Day,Press_B,P00243,29.2,204.6,1.84,Pass,
2020-06-01 06:28:18.797498,2020-06-01,Day,Press_B,P00244,31.6,189.0,2.12,Pass,
2020-06-01 06:28:53.420811,2020-06-01,Day,Press_B,P00245,30.5,197.9,1.84,Pass,
2020-06-01 06:29:26.961380,2020-06-01,Day,Press_B,P00246,32.1,193.1,1.35,Pass,
2020-06-01 06:30:01.652564,2020-06-01,Day,Press_B,P00247,28.8,191.5,1.58,Pass,
2020-06-01 06:30:32.224827,2020-06-01,Day,Press_B,P00248,32.3,197.5,1.92,Pass,
2020-06-01 06:31:06.527225,2020-06-01,Day,Press_B,P00249,35.3,197.6,2.31,Pass,
2020-06-01 06:31:45.289790,2020-06-01,Day,Press_B,P00250,26.7,204.0,2.25,Pass,
2020-06-01 06:32:13.870077,2020-06-01,Day,Press_B,P00251,32.6,190.0,1.82,Pass,
2020-06-01 06:32:49.079439,2020-06-01,Day,Press_B,P00252,33.1,196.0,1.85,Pass,
2020-06-01 06:33:22.397255,2020-06-01,Day,Press_B,P00253,27.4,210.2,2.39,Pass,
2020-06-01 06:33:50.456920,2020-06-01,Day,Press_B,P00254,33.2,207.9,2.0,Pass,
2020-06-01 06:34:25.767033,2020-06-01,Day,Press_B,P00255,29.4,203.1,2.24,Pass,
2020-06-01 06:34:57.527419,2020-06-01,Day,Press_B,P00256,25.8,206.0,2.11,Pass,
2020-06-01 06:35:23.705194,2020-06-01,Day,Press_B,P00257,29.3,197.9,1.78,Pass,
2020-06-01 06:35:56.477734,2020-06-01,Day,Press_B,P00258,33.4,191.3,1.8,Pass,
2020-06-01 06:36:31.311714,2020-06-01,Day,Press_B,P00259,26.9,209.1,1.91,Pass,
2020-06-01 06:36:59.410557,2020-06-01,Day,Press_B,P00260,33.7,205.1,1.62,Pass,
2020-06-01 06:37:35.808474,2020-06-01,Day,Press_B,P00261,28.6,204.7,1.57,Pass,
2020-06-01 06:38:06.054208,2020-06-01,Day,Press_B,P00262,32.2,193.3,1.82,Pass,
2020-06-01 06:38:39.083771,2020-06-01,Day,Press_B,P00263,30.2,206.6,1.89,Pass,
2020-06-01 06:39:12.701169,2020-06-01,Day,Press_B,P00264,33.1,203.2,2.41,Pass,
2020-06-01 06:39:49.292792,2020-06-01,Day,Press_B,P00265,30.2,205.3,2.06,Pass,
2020-06-01 06:40:20.104424,2020-06-01,Day,Press_B,P00266,25.5,196.8,2.25,Pass,
